Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:36,0.0,321M+,MATLAB,2017-08-08,21:35:34.636,2017-08-08,21:35:44.610,136839168,pstep-1
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:36,74.9,342M+,MATLAB,2017-08-08,21:35:34.636,2017-08-08,21:35:44.610,136839168,pstep-1
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:38,0.0,362M+,MATLAB,2017-08-08,21:35:34.636,2017-08-08,21:35:44.610,136839168,pstep-1
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:38,83.3,384M+,MATLAB,2017-08-08,21:35:34.636,2017-08-08,21:35:44.610,136839168,pstep-1
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:40,0.0,402M+,MATLAB,2017-08-08,21:35:34.636,2017-08-08,21:35:44.610,136839168,pstep-1
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:40,93.3,421M+,MATLAB,2017-08-08,21:35:34.636,2017-08-08,21:35:44.610,136839168,pstep-1
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:43,0.0,419M+,MATLAB,2017-08-08,21:35:34.636,2017-08-08,21:35:44.610,136839168,pstep-1
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:43,88.4,422M+,MATLAB,2017-08-08,21:35:34.636,2017-08-08,21:35:44.610,136839168,pstep-1
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:45,0.0,425M+,MATLAB,2017-08-08,21:35:44.638,2017-08-08,21:35:47.933,162529280,pstep-2
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:45,98.4,422M-,MATLAB,2017-08-08,21:35:44.638,2017-08-08,21:35:47.933,162529280,pstep-2
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:47,0.0,460M+,MATLAB,2017-08-08,21:35:44.638,2017-08-08,21:35:47.933,162529280,pstep-2
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:47,0.0,460M+,MATLAB,2017-08-08,21:35:47.942,2017-08-08,21:35:51.627,162529280,pstep-3
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:47,89.2,465M+,MATLAB,2017-08-08,21:35:44.638,2017-08-08,21:35:47.933,162529280,pstep-2
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:47,89.2,465M+,MATLAB,2017-08-08,21:35:47.942,2017-08-08,21:35:51.627,162529280,pstep-3
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:50,0.0,470M+,MATLAB,2017-08-08,21:35:47.942,2017-08-08,21:35:51.627,162529280,pstep-3
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:50,82.7,471M+,MATLAB,2017-08-08,21:35:47.942,2017-08-08,21:35:51.627,162529280,pstep-3
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:52,0.0,472M+,MATLAB,2017-08-08,21:35:51.635,2017-08-08,21:35:54.584,162529280,pstep-4
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:52,96.5,473M+,MATLAB,2017-08-08,21:35:51.635,2017-08-08,21:35:54.584,162529280,pstep-4
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:54,0.0,468M+,MATLAB,2017-08-08,21:35:51.635,2017-08-08,21:35:54.584,162529280,pstep-4
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:54,0.0,468M+,MATLAB,2017-08-08,21:35:54.591,2017-08-08,21:35:57.836,218103808,pstep-5
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:54,98.3,558M+,MATLAB,2017-08-08,21:35:51.635,2017-08-08,21:35:54.584,162529280,pstep-4
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:54,98.3,558M+,MATLAB,2017-08-08,21:35:54.591,2017-08-08,21:35:57.836,218103808,pstep-5
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:57,0.0,558M+,MATLAB,2017-08-08,21:35:54.591,2017-08-08,21:35:57.836,218103808,pstep-5
Suparnas-MacBook-Pro.local,19087,2017-08-08,21:35:57,87.3,564M+,MATLAB,2017-08-08,21:35:54.591,2017-08-08,21:35:57.836,218103808,pstep-5
